court_forms_id,court_forms_num,court_forms_title,court_forms_type,court_forms_comments,court_forms_category,court_forms_downloadable,court_forms_internal_flag,court_forms_url,court_forms_keywords,court_forms_format,court_forms_lastupdate,language_id,court_work_type_id
2375,N322B ,Cais am orchymyn i ganiatau gorfodi penderfyniad neu setliad ACAS (Ffurflen COT3) nad yw angen caniatâd i fynd rhagddo. / Application for an order to allow enforcement of a decision or an ACAS settlement (Form COT3) that does not require permission to proceed.,Adobe Acrobat (pdf),Internet downloadable form,County Court ,1,0,n322b-bil.pdf ,,(PDF 586KB) ,July 2009,17,149
2376,N322B Nodiadau / N322B Notes ,Nodiadau canllaw ar gyfer llenwi'r ffurflen gais i orfodi penderfyniad neu setliad amodol ACAS (Ffurflen COT3) nad oes angen caniat?d y llys arno i fynd rhagddo / Notes for guidance on completing the application form to enforce a decision or ACAS settlement (Form COT3) that does not require permission of the court to proceed,Adobe Acrobat (pdf),Internet downloadable form,County Court ,1,0,n322b-notes-bil.pdf,NULL,(PDF 168KB) ,June 2009,17,NULL
2378,MC100 ,Gwnewch yn siwr y gallwch dalu eich dirwy. / Make sure you can pay your fine.,Adobe Acrobat (pdf),Internet downloadable form,Magistrates' Court,1,0,mc100-bil.pdf ,,(PDF 251KB) ,December 2013,17,0
2380,C(PRA3) ,Parental Responsibility Agreement. Section 4ZA Children Act 1989 (Acquisition of parental responsibility by second female parent).,Adobe Acrobat (pdf),Internet downloadable form,Children Act ,1,0,c(pra003)-eng.pdf,,(PDF 153KB) ,August 2014,5,0
2382,AC001 ,Request for an Adjournment (Birmingham),Adobe Acrobat (pdf),Internet downloadable form,Administrative Court ,1,0,ac001-birmingham-eng.pdf,NULL,(PDF 13KB),September 2008,5,NULL
2383,AC001 ,Request for an Adjournment (Cardiff),Adobe Acrobat (pdf),Internet downloadable form,Administrative Court ,1,0,ac001-cardiff-eng.pdf ,NULL,(PDF 13KB),September 2008,5,NULL
2384,AC001 ,Request for an Adjournment (Leeds),Adobe Acrobat (pdf),Internet downloadable form,Administrative Court ,1,0,ac001-leeds-eng.pdf,NULL,(PDF 13KB),April 2014 ,5,NULL
2385,AC001 ,Request for an Adjournment (London),Adobe Acrobat (pdf),Internet downloadable form,Administrative Court ,1,0,ac001-london-eng.pdf,NULL,(PDF 13KB),September 2008,5,NULL
2386,AC001 ,Request for an Adjournment (Manchester),Adobe Acrobat (pdf),Internet downloadable form,Administrative Court ,1,0,ac001-manchester-eng.pdf,NULL,(PDF 13KB),September 2008,5,NULL
2387,N123,Mortgage pre-action protocol checklist,Adobe Acrobat (pdf),Internet downloadable form,County Court ,1,0,n123-eng.pdf,,(PDF 96KB),August 2015,5,0
2388,A58,Cais am orchymyn mabwysiadu Adran 46 Deddf Mabwysiadu a Phlant 2002. / Application for an adoption order Section 46 Adoption and Children Act 2002.,Adobe Acrobat (pdf),Internet downloadable form,Adoption,1,0,a058-bil.pdf,NULL,(PDF 214KB) ,March 2014 ,17,NULL
2389,C (PRA1),Cytundeb Cyfrifoldeb Rhieni. / Parental Responsibility Agreement.,Adobe Acrobat (pdf),Internet downloadable form,Children Act ,1,0,c(pra001)-bil.pdf,NULL,(PDF 126KB) ,August 2014,17,NULL
2390,C (PRA3),Cytundeb Cyfrifoldeb Rhieni. / Parental Responsibility Agreement.,Adobe Acrobat (pdf),Internet downloadable form,Children Act ,1,0,c(pra003)-bil.pdf,NULL,(PDF 131KB) ,August 2014,17,NULL
2395,A64A,A64A - Application to receive information from court records about a parental order,Adobe Acrobat (pdf),Internet downloadable form,Adoption,1,0,a064a-eng.pdf ,,(PDF 56KB),November 2014,5,0
2396,A101A ,Agreement to the making of a parental order in respect of my child. Section 54 of the Human Fertilisation and Embryology Act 2008,Microsoft Word (doc) ,Internet downloadable form,Adoption,1,0,a101a-eng.doc ,,(Word 32KB) ,April 2011 ,5,0
2397,C51,C51 - Application for a Parental Order Section 54 Human Fertilisation and Embryology Act 2008,Adobe Acrobat (pdf),Internet downloadable form,Children Act ,1,0,c051-eng.pdf,,(PDF 174KB) ,November 2014,5,0
2398,C52,C52 - Acknowledgment Section 54 Human Fertilisation and Embryology Act 2008,Adobe Acrobat (pdf),Internet downloadable form,Children Act ,1,0,c052-eng.pdf,,(PDF 98KB),October 2012 ,5,0
2400,N471,Application to Enforce an Award of an Employment Tribunal and Request a Writ of Control,Adobe Acrobat (pdf),Internet downloadable form,Enforcement,1,0,n471-eng.pdf,,(PDF 70KB),May 2014,5,0
2401,PLP10 ,PLP10 - Order Menu - Directions Revised Private Law Programme,Microsoft Word (doc) ,Internet downloadable form,Children Act ,1,0,plp10-eng.doc ,,(Word 138KB),April 2010 ,5,0
2402,PLO8,Standard Directions on Issue,Microsoft Word (doc) ,Internet downloadable form,Children Act ,1,0,plo008-eng.doc,,(Word 78KB) ,April 2010 ,5,0
2403,FP1A,Standard Directions at First Appointment,Microsoft Word (doc) ,Internet downloadable form,Children Act ,1,0,plo009-eng.doc,,(Word 99KB) ,April 2010 ,5,0
2404,C110,Cais am orchymyn gofal neu oruchwylio dan Ddeddf Plant 1989. / Application under the Children Act 1989 for a care or supervision order.,Adobe Acrobat (pdf),Internet downloadable form,Children Act ,1,0,c110-bil.pdf,,(PDF 143KB) ,April 2010 ,17,0
2405,C1 ,Cais am orchymyn. / Application for an order.,Adobe Acrobat (pdf),Internet downloadable form,Children Act ,1,0,c001-bil.pdf,,(PDF 315KB) ,April 2010 ,17,0
2406,C110,Application under the Children Act 1989 for a care or supervision order,Adobe Acrobat (pdf),Internet downloadable form,Children Act ,1,0,c110-eng.pdf,NULL,(PDF 668KB) ,November 2014,5,NULL
2407,C120,Witness statement template - Child arrangements - Parental dispute ,Adobe Acrobat (pdf),Internet downloadable form,Children Act ,1,0,c120-eng.pdf,NULL,(PDF 110KB) ,November 2014,5,NULL
2408,RTA1,Claim notification form,Adobe Acrobat (pdf),Internet downloadable form,Road Traffic Act Personal Injury,1,0,rta001-eng.pdf,,(PDF 320KB) ,April 2013 ,5,0
2409,RTA2,Defendant only claim notification form,Adobe Acrobat (pdf),Internet downloadable form,Road Traffic Act Personal Injury,1,0,rta02-eng.pdf ,,(PDF 394KB) ,April 2013 ,5,0
2410,RTA3,Medical report form,Adobe Acrobat (pdf),Internet downloadable form,Road Traffic Act Personal Injury,1,0,rta003-eng.pdf,,(PDF 74KB),April 2015 ,5,0
2411,RTA4,Interim settlement pack form and response to interim settlement pack,Adobe Acrobat (pdf),Internet downloadable form,Road Traffic Act Personal Injury,1,0,rta04-eng.pdf ,NULL,(PDF 110KB) ,April 2013 ,5,NULL
2412,RTA5,Stage 2 settlement pack form and response to settlement pack,Adobe Acrobat (pdf),Internet downloadable form,Road Traffic Act Personal Injury,1,0,rta05-eng.pdf ,,(PDF 128KB) ,April 2013 ,5,0
2413,RTA6 - RTA 7 ,Court proceedings pack (part A - part B) form,Adobe Acrobat (pdf),Internet downloadable form,Road Traffic Act Personal Injury,1,0,rta06-and-07-eng.pdf,,(PDF 150KB) ,April 2013 ,5,0
2420,EX343A,Cwyn. / Complaint.,Adobe Acrobat (pdf),Internet downloadable form,General ,1,0,ex343a-bil.pdf,,(PDF 178KB) ,April 2010 ,17,0
2421,N471,Cais i orfodi dyfarniad Tribiwnlys Cyflogaeth a gwneud cais am Writ Fieri Facias. / Application to enforce an award of an Employment Tribunal and request a Writ of Fieri Facias.,Adobe Acrobat (pdf),Internet downloadable form,Enforcement,1,0,n471-bil.pdf,NULL,(PDF 93KB),April 2010 ,17,NULL
2424,N209A ,Notice of Issue,Adobe Acrobat (pdf),Internet downloadable form,Road Traffic Act Personal Injury,1,0,n209a-eng.pdf ,,(PDF 56KB),April 2010 ,5,0
2425,N210B ,Acknowledgment of Service,Adobe Acrobat (pdf),Internet downloadable form,Road Traffic Act Personal Injury,1,0,n210b-eng.pdf ,,(PDF 159KB) ,April 2010 ,5,0
2426,Rent 3,Application for Certificate to Levy Distress,Adobe Acrobat (pdf),Internet downloadable form,Enforcement,1,0,rent3-eng.pdf ,,(PDF 527KB) ,May 2009,5,0
2429,N264,Electronic documents questionnaire (Civil Procedure Rules Practice Direction 31B),Microsoft Word (doc) ,Internet downloadable form,Mercantile Court,1,0,n264-eng.doc,NULL,(Word 171KB),October 2010 ,5,NULL
2432,EX728 ,"I Have an Advisory, Conciliation and Arbitration Service (Acas) Settlement (Form COT3) but the Respondent Has Not Paid. How Do I Enforce It?",Adobe Acrobat (pdf),Internet downloadable form,County Court ,1,0,ex728-eng.pdf ,,(PDF 222KB) ,April 2014 ,5,174
2433,N471A ,Application to Enforce an ACAS Settlement and Request a Writ of Control,Adobe Acrobat (pdf),Internet downloadable form,County Court ,1,0,n471a-eng.pdf ,,(PDF 70KB),May 2014,5,174
2438,N139,Application for warrant of arrest,Adobe Acrobat (pdf),Internet downloadable form,County Court ,1,0,n139-eng.pdf,NULL,(PDF 105KB) ,February 2011,5,NULL
2482,N119A ,Canllawiau ar gyfer llenwi manylion y ffurflen hawlio (adeilad preswyl ar rent) / Notes for guidance on completing particulars of claim form (rented residential premises),Adobe Acrobat (pdf),Internet downloadable form,County Court ,1,0,n119a-bil.pdf ,NULL,(PDF 96KB),October 2005 ,17,NULL
2484,N461 Nodiadau / N461 Notes,Nodiadau canllaw ar lenwi'r ffurflen hawlio Adolygiad Barnwrol / Guidance notes on completing the Judicial Review claim form,Adobe Acrobat (pdf),Internet downloadable form,Administrative Court ,1,0,n461-notes-bil.pdf ,NULL,(PDF 192KB) ,May 2009,17,NULL
2500,A107,Consent by the child's parent to adoption by their partner. The Adoption and Children Act 2002,Adobe Acrobat (pdf),Internet downloadable form,Adoption,1,0,a107-eng.pdf,NULL,(PDF 78KB),April 2013 ,5,NULL
2501,A60,Cais am orchymyn mabwysiadu (ac eithrio Gorchymyn mabwysiadu dan y cytundeb) lle bo'r plentyn yn byw fel arfer y tu allan i Ynysoedd Prydain ac yn cael ei ddwyn i mewn i'r Deyrnas Unedig i bwrpas mabwysiadu Adran 46 Deddf Mabwysiadu a Phlant 2002. / Application for an adoption order (excluding a Convention adoption order) where the child is habitually resident outside the British Islands and is brought into the United Kingdom for the purposes of adoption Section 46 Adoption and Children Act 2002.,Adobe Acrobat (pdf),Internet downloadable form,Adoption,1,0,a060-bil.pdf,NULL,(PDF 197KB) ,March 2014 ,17,NULL
2502,C5 ,Cais yn ymwneud a chofrestriad gwarchodwr plant neu ddarparwr gofal dydd. / Application concerning the registration of a child-minder or provider of day-care.,Adobe Acrobat (pdf),Internet downloadable form,Children Act ,1,0,c005-bil.pdf,NULL,(PDF 227KB) ,April 2011 ,17,NULL
2503,C66,Cais am orchymyn awdurdodaeth gynhenid yng nghyswllt plant Ym Mhrif Gofrestrfa/Cofrestrfa Ddosbarth Adran Deulu'r Uchel Lys Barn. / Application for inherent jurisdiction order in relation to children In the High Court of Justice Family Division Principal Registry/District Registry,Adobe Acrobat (pdf),Internet downloadable form,Children Act ,1,0,c066-bil.pdf,NULL,(PDF 347KB) ,April 2011 ,17,NULL
2504,C64,Cais Am ddatganiad cyfreithustra neu gyfreithuso o dan adran 56(1)(b) a (2) o Ddeddf Cyfraith Teulu 1986. / Application For declaration of legitimacy or legitimation under section 56(1)(b) and (2) of the Family Law Act 1986.,Adobe Acrobat (pdf),Internet downloadable form,Children Act ,1,0,c064-bil.pdf,NULL,(PDF 159KB) ,April 2011 ,17,NULL
2505,C65,Cais Am ddatganiad ynghylch mabwysiadu a wnaethpwyd dramor dan adran 57 Deddf Cyfraith Teulu 1986. / Application For declaration as to adoption effected overseas under section 57 of the Family Law Act 1986.,Adobe Acrobat (pdf),Internet downloadable form,Children Act ,1,0,c065-bil.pdf,NULL,(PDF 188KB) ,April 2011 ,17,NULL
2507,C8 ,Manylion cyswllt cyfrinachol Ffurflen C8. Rheolau Achosion Teulu 2010 Rheol 29.1. / Confidential contact details Form C8. Family Procedure Rules 2010 Rule 29.1.,Adobe Acrobat (pdf),Internet downloadable form,Children Act ,1,0,c008-bil.pdf,NULL,(PDF 49KB),April 2011 ,17,NULL
2508,D151,Cais i gofrestru gorchymyn cynhaliaeth mewn llys ynadon. / Application for registration of a maintenance order in a magistrates' court.,Adobe Acrobat (pdf),Internet downloadable form,Divorce / Civil Partnership Dissolution,1,0,d151-bil.pdf,NULL,(PDF 170KB) ,April 2011 ,17,NULL
2509,D20,Archwiliad meddygol:datganiad y partion a'r archwilydd. / Medical examination:statement of parties and examiner.,Adobe Acrobat (pdf),Internet downloadable form,Divorce / Civil Partnership Dissolution,1,0,d020-bil.pdf,NULL,(PDF 136KB) ,April 2012 ,17,NULL
2510,D258B ,Cais am asesiad manwl (Costau'n daladwy o gronfa ar wahan i Gronfa'r Gwasanaeth Cyfreithiol Cymunedol). / Request for detailed assessment (Costs payable out of a fund other than the Community Legal Service Fund).,Adobe Acrobat (pdf),Internet downloadable form,Divorce / Civil Partnership Dissolution,1,0,d258b-bil.pdf ,NULL,(PDF 75KB),April 2011 ,17,NULL
2511,D258C ,Cais am wrandawiad asesu manwl yn unol a gorchymyn o dan Rhan III Deddf Cyfreithwyr 1974. / Request for detailed assessment hearing pursuant to an order under Part III of the Solicitors Act 1974.,Adobe Acrobat (pdf),Internet downloadable form,Divorce / Civil Partnership Dissolution,1,0,d258c-bil.pdf ,NULL,(PDF 77KB),April 2011 ,17,NULL
2512,D5 ,Hysbysiad I'w arnodi ar ddogfen a gyflwynir yn unol a rheol 6.14. / Notice to be indorsed on document served in accordance with rule 6.14.,Adobe Acrobat (pdf),Internet downloadable form,Divorce / Civil Partnership Dissolution,1,0,d005-bil.pdf,NULL,(PDF 161KB) ,April 2011 ,17,NULL
2513,D50,Hysbysiad o gais ar sail methu â darparu cynhaliaeth resymol neu ar gyfer newid cytundeb cynhaliaeth yn ystod oes y partion. / Notice of application on ground of failure to provide reasonable maintenance or for alteration of maintenance agreement during parties' lifetime.,Adobe Acrobat (pdf),Internet downloadable form,Divorce / Civil Partnership Dissolution,1,0,d050-bil.pdf,NULL,(PDF 165KB) ,April 2012 ,17,NULL
2514,D50A,Rhybudd o achos a chydnabyddiad cyflwyno dan adran 17 Deddf Eiddo Gwragedd Priod 1882/adran 66 Deddf Partneriaeth Sifil 2004. / Notice of proceedings and acknowledgement of service under section 17 of the Married Women's Property Act 1882/section 66 of the Civil Partnership Act 2004.,Adobe Acrobat (pdf),Internet downloadable form,Divorce / Civil Partnership Dissolution,1,0,d050a-bil.pdf ,NULL,(PDF 197KB) ,April 2012 ,17,NULL
2515,D50B,Cais dan adran 17 Deddf Eiddo Gwragedd Priod 1882/adran 66 Deddf Partneriaeth Sifil 2004 / Cais i drosglwyddo tenantiaeth dan Ddeddf Cyfraith Teulu 1996. / Application under section 17 of The Married Women's Property Act 1882/section 66 of the Civil Partnership Act 2004/Application to transfer a tenancy under The Family Law Act 1996,Adobe Acrobat (pdf),Internet downloadable form,Divorce / Civil Partnership Dissolution,1,0,d050b-bil.pdf ,NULL,(PDF 210KB) ,April 2012 ,17,NULL
2516,D50C,Cais ar sail methiant i ddarparu cynhaliaeth resymol. / Application on ground of failure to provide reasonable maintenance.,Adobe Acrobat (pdf),Internet downloadable form,Divorce / Civil Partnership Dissolution,1,0,d050c-bil.pdf ,NULL,(PDF 117KB) ,January 2014 ,17,NULL
2517,D50D,Cais i newid cytundeb cynhaliaeth yn dilyn marwolaeth un o'r partion dan adran 36 Deddf Achosion Priodasol 1973/paragraff 73 Atodlen 5 Deddf Partneriaeth Sifil 2004. / Application for alteration of maintenance agreement after the death of one of the parties under section 36 of the Matrimonial Causes Act 1973/paragraph 73 to Schedule 5 to the Civil Partnership Act 2004.,Adobe Acrobat (pdf),Internet downloadable form,Divorce / Civil Partnership Dissolution,1,0,d050d-bil.pdf ,NULL,(PDF 213KB) ,April 2012 ,17,NULL
2518,D50E,Cais am ganiatad i wneud cais am gymorth ariannol ar ol ysgariad dramor ayb. dan adran 13 Deddf Achosion Priodasol a Theuluol 1984 / paragraff 4 Atodlen 7 Deddf Partneriaethau Sifil 2004. / Application for permission to apply for financial relief after an overseas divorce etc. under section 13 of the Matrimonial and Family Proceedings Act 1984 / paragraph 4 of Schedule 7 to the Civil Partnership Act 2004.,Adobe Acrobat (pdf),Internet downloadable form,Divorce / Civil Partnership Dissolution,1,0,d050e-bil.pdf ,NULL,(PDF 186KB) ,April 2011 ,17,NULL
2519,D50F,Cais am gymorth ariannol ar ol ysgariad dramor ayb. dan adran 12 Deddf Achosion Priodasol a Theuluol 1984 / Atodlen 7 Deddf Partneriaethau Sifil 2004. / Application for financial relief after an overseas divorce etc. under section 12 of the Matrimonial and Family Proceedings Act 1984 / Schedule 7 to the Civil Partnership Act 2004,Adobe Acrobat (pdf),Internet downloadable form,Divorce / Civil Partnership Dissolution,1,0,d050f-bil.pdf ,NULL,(PDF 203KB) ,April 2011 ,17,NULL
2520,D50H,Cais am newid cytundeb cynhaliaeth yn ystod oes y partion. / Application for alteration of maintenance agreement during parties lifetime.,Adobe Acrobat (pdf),Internet downloadable form,Divorce / Civil Partnership Dissolution,1,0,d050h-bil.pdf ,NULL,(PDF 139KB) ,January 2014 ,17,NULL
2521,D50J,Cais am orchymyn yn atal osgoi dan adran 32L Deddf Cynnal Plant 1991. / Application for an order preventing avoidance under section 32L of the Child Support Act 1991.,Adobe Acrobat (pdf),Internet downloadable form,Divorce / Civil Partnership Dissolution,1,0,d050j-bil.pdf ,NULL,(PDF 218KB) ,April 2011 ,17,NULL
2522,D6 ,Datganiad cymodi. / Statement of reconciliation.,Adobe Acrobat (pdf),Internet downloadable form,Divorce / Civil Partnership Dissolution,1,0,d006-bil.pdf,NULL,(PDF 145KB) ,April 2011 ,17,NULL
2523,D62,Cais am godi gwys dyfarniad. / Request for issue of judgment summons.,Adobe Acrobat (pdf),Internet downloadable form,Divorce / Civil Partnership Dissolution,1,0,d062-bil.pdf,NULL,(PDF 185KB) ,April 2011 ,17,NULL
2524,D70,Cais am ddatganiad am statws priodasol/partneriaeth sifil. / Application for declaration of marital/civil partnership status.,Adobe Acrobat (pdf),Internet downloadable form,Divorce / Civil Partnership Dissolution,1,0,d070-bil.pdf,NULL,(PDF 180KB) ,January 2014 ,17,NULL
2525,D80F,Datganiad i gefnogi dirymiad - priodas/partneriaeth sifil ddi-rym. / Statement in support of annulment - void marriage/civil partnership.,Adobe Acrobat (pdf),Internet downloadable form,Divorce / Civil Partnership Dissolution,1,0,d080f-bil.pdf ,,(PDF 105KB) ,April 2014 ,17,0
2528,D8N,Deiseb Dirymu. / Nullity Petition.,Adobe Acrobat (pdf),Internet downloadable form,Divorce / Civil Partnership Dissolution,1,0,d008n-bil.pdf ,NULL,(PDF 177KB) ,April 2014 ,17,NULL
2529,Ffurflen F / Form F,Hysbysiad am honiad mewn achos ar gyfer rhwymedi ariannol. / Notice of allegation in proceedings for a financial remedy.,Adobe Acrobat (pdf),Internet downloadable form,Divorce / Civil Partnership Dissolution,1,0,form-f-bil.pdf,NULL,(PDF 165KB) ,April 2011 ,17,NULL
2530,Ffurflen I / Form I,Hysbysiad o gais am orchymyn taliadau cyfnodol ar yr un gyfradd a gorchymyn am gynhaliaeth tra disgwylir canlyniad achos. / Notice of request for periodical payments order at same rate as order for maintenance pending outcome of proceedings.,Adobe Acrobat (pdf),Internet downloadable form,Divorce / Civil Partnership Dissolution,1,0,form-i-bil.pdf,NULL,(PDF 133KB) ,April 2011 ,17,NULL
2531,FP1,Cais dan Ran 19 Rheolau Trefniadaeth Teulu 2010. / Application under Part 19 of the Family Procedure Rules 2010.,Adobe Acrobat (pdf),Internet downloadable form,Family,1,0,fp001-bil.pdf ,NULL,(PDF 161KB) ,April 2011 ,17,NULL
2532,FP5,Cydnabyddiad cyflwyno Cais dan Ran 19 Rheolau Trefniadaeth Teulu 2010. / Acknowledgment of service Application under Part 19 of the Family Procedure Rules 2010.,Adobe Acrobat (pdf),Internet downloadable form,Family,1,0,fp005-bil.pdf ,NULL,(PDF 223KB) ,April 2011 ,17,NULL
2533,FP6,Tystysgrif cyflwyno. / Certificate of service.,Adobe Acrobat (pdf),Internet downloadable form,Family,1,0,fp006-bil.pdf ,NULL,(PDF 244KB) ,April 2011 ,17,NULL
2600,A1 ,Notice of [intention to proceed with] an application for a financial remedy (other than a financial order) in the county or High Court,Adobe Acrobat (pdf),Internet downloadable form,Divorce / Civil Partnership Dissolution,1,0,a001-eng.pdf,,(PDF 326KB) ,April 2014 ,5,0
2601,A2 ,Notice of [intention to proceed with] an application for a financial remedy in the magistrates' court,Adobe Acrobat (pdf),Internet downloadable form,Divorce / Civil Partnership Dissolution,1,0,a002-eng.pdf,NULL,(PDF 413KB) ,April 2011 ,5,NULL
2602,Form E1 ,Financial Statement for a financial remedy (other than a financial order or financial relief after an overseas divorce or dissolution etc) in the county or High Court,Adobe Acrobat (pdf),Internet downloadable form,Divorce / Civil Partnership Dissolution,1,0,form-e001-eng.pdf,,(PDF 296KB) ,November 2014,5,0
2603,Form E2 ,Financial Statement for a variation of an order for a financial remedy.,Adobe Acrobat (pdf),Internet downloadable form,Divorce / Civil Partnership Dissolution,1,0,form-e002-eng.pdf,NULL,(PDF 479KB) ,November 2014,5,NULL
2604,Form PPF,Pension Protection Fund (PPF) Inquiry Form Information needed when a Pension Compensation Sharing Order or Pension Compensation Attachment Order may be made,Adobe Acrobat (pdf),Internet downloadable form,Divorce / Civil Partnership Dissolution,1,0,ppf-eng.pdf,NULL,(PDF 371KB) ,April 2011 ,5,NULL
2605,Form PPF1,Pension Protection Fund (PPF) Sharing Annex to a Pension Compensation Sharing Order [section 24E of the Matrimonial Causes Act 1973] [paragraph 19A of Schedule 5 to the Civil Partnership Act 2004],Adobe Acrobat (pdf),Internet downloadable form,Divorce / Civil Partnership Dissolution,1,0,ppf1-eng.pdf,NULL,(PDF 361KB) ,April 2011 ,5,NULL
2606,Form PPF2,Pension Protection Fund (PPF) Attachment Annex to a Pension Compensation Attachment Order [section 25F of the Matrimonial Causes Act 1973] [paragraph 34A of Schedule 5 to the Civil Partnership Act 2004],Adobe Acrobat (pdf),Internet downloadable form,Divorce / Civil Partnership Dissolution,1,0,form-ppf002-eng.pdf,,(PDF 112KB) ,April 2014 ,5,0
2607,D50G,Application to prevent transaction intended to defeat prospective applications for financial relief,Adobe Acrobat (pdf),Internet downloadable form,Divorce / Civil Partnership Dissolution,1,0,d050g-eng.pdf ,NULL,(PDF 333KB) ,November 2014,5,NULL
2608,D50K,Notice of Application for Enforcement by such method of enforcement as the court may consider appropriate,Adobe Acrobat (pdf),Internet downloadable form,Divorce / Civil Partnership Dissolution,1,0,d050k-eng.pdf ,NULL,(PDF 353KB) ,November 2014,5,NULL
2609,D80G,Datganiad i gefnogi dirymiad - priodas/partneriaeth sifil ddirymadwy. / Statement in support of annulment - voidable marriage/civil partnership.,Adobe Acrobat (pdf),Internet downloadable form,Divorce / Civil Partnership Dissolution,1,0,d080g-bil.pdf ,,(PDF 132KB) ,April 2014 ,17,0
2620,A100,Consent to the placement of my child for adoption with any prospective adopters chosen by the Adoption Agency. Section 19 of the Adoption and Children Act 2002,Adobe Acrobat (pdf),Internet downloadable form,Family,1,0,a100-eng.pdf,NULL,(PDF 118KB) ,April 2013 ,5,NULL
2621,A101,Consent to the placement of my child for adoption with identified prospective adopters. Section 19 of the Adoption and Children Act 2002,Adobe Acrobat (pdf),Internet downloadable form,Family,1,0,a101-eng.pdf,NULL,(PDF 113KB) ,April 2013 ,5,NULL
2622,A102,"Consent to the placement of my child for adoption with identified prospective adopter(s) and, if the placement breaks down, with any prospective adopter(s) chosen by the adoption agency. Section 19 of the Adoption and Children Act 2002",Adobe Acrobat (pdf),Internet downloadable form,Family,1,0,a102-eng.pdf,NULL,(PDF 114KB) ,April 2013 ,5,NULL
2623,A103,Advance Consent to Adoption. Section 20 of the Adoption and Children Act 2002,Adobe Acrobat (pdf),Internet downloadable form,Family,1,0,a103-eng.pdf,NULL,(PDF 95KB),April 2013 ,5,NULL
2624,A104,Consent to Adoption. The Adoption and Children Act 2002,Adobe Acrobat (pdf),Internet downloadable form,Family,1,0,a104-eng.pdf,NULL,(PDF 127KB) ,April 2013 ,5,NULL
2625,A105,Consent to the making of an Order under Section 84 of the. Adoption and Children Act 2002,Adobe Acrobat (pdf),Internet downloadable form,Family,1,0,a105-eng.pdf,NULL,(PDF 121KB) ,April 2013 ,5,NULL
2626,A106,Withdrawal of Consent. Sections 19 and 20 of the Adoption and Children Act 2002,Adobe Acrobat (pdf),Internet downloadable form,Family,1,0,a106-eng.pdf,NULL,(PDF 153KB) ,April 2011 ,5,NULL
2627,C100,"Cais o dan adran 8 Deddf Plant 1989 am drefniadau plant, camau gwaharddedig, gorchymyn mater penodol neu i amrywio neu ddiddymu neu ofyn am ganiatâd i roi gorchymyn adran 8 / Application under section 8 of the Children Act 1989 for a child arrangements, prohibited steps, specific issue order or to vary or discharge or ask permission to make a section 8 order",Adobe Acrobat (pdf),Internet downloadable form,Children Act ,1,0,c100-bil.pdf,NULL,(PDF 232KB) ,November 2014,17,NULL
2628,C5 ,Application concerning the registration of a child-minder or provider of day-care.,Adobe Acrobat (pdf),Internet downloadable form,Children Act ,1,0,c005-eng.pdf,NULL,(PDF 337KB) ,November 2014,5,NULL
2629,C61,Certificate referred to in Article 41(1) of Council Regulation (EC) No. 2201/2003 of 27 November 2003(1) concerning judgments on rights of access.,Adobe Acrobat (pdf),Internet downloadable form,Children Act ,1,0,c061-eng.pdf,NULL,(PDF 138KB) ,April 2011 ,5,NULL
2630,C62,Certificate referred to in Article 42(1) of Council Regulation (EC) No. 2201/2003 of 27 November 2003(1) concerning the return of the child,Adobe Acrobat (pdf),Internet downloadable form,Children Act ,1,0,c062-eng.pdf,NULL,(PDF 92KB),April 2011 ,5,NULL
2631,C63,Application For declaration of parentage under section 55A of the Family Law Act 1986,Adobe Acrobat (pdf),Internet downloadable form,Children Act ,1,0,c063-eng.pdf,NULL,(PDF 322KB) ,November 2014,5,NULL
2632,C64,Application For declaration of legitimacy or legitimation under section 56(1)(b) and (2) of the Family Law Act 1986,Adobe Acrobat (pdf),Internet downloadable form,Children Act ,1,0,c064-eng-20160203.pdf ,NULL,(PDF 334KB) ,January 2016 ,5,NULL
2633,C65,Application For declaration as to adoption effected overseas under section 57 of the Family Law Act 1986,Adobe Acrobat (pdf),Internet downloadable form,Children Act ,1,0,c065-eng.pdf,NULL,(PDF 314KB) ,November 2014,5,NULL
2634,C66,Application for Inherent Jurisdiction Order in Relation to Children,Adobe Acrobat (pdf),Internet downloadable form,Children Act ,1,0,c066-eng.pdf,,(PDF 496KB) ,November 2014,5,0
2635,C67,Application Under the Child Abduction and Custody Act 1985 or Article 11 of Council Regulation (EC) 2201/2003,Adobe Acrobat (pdf),Internet downloadable form,Children Act ,1,0,c067-eng.pdf,,(PDF 414KB) ,April 2014 ,5,0
2636,C68,Application for International Transfer of Jurisdiction to or From England and Wales,Adobe Acrobat (pdf),Internet downloadable form,Children Act ,1,0,c068-eng.pdf,,(PDF 406KB) ,April 2014 ,5,0
2637,C69,"Application for registration, recognition or non recognition of a judgment under Council Regulation (EC) 2201/2003 or the 1996 Hague Convention",Adobe Acrobat (pdf),Internet downloadable form,Children Act ,1,0,c069-eng-20160203.pdf ,,(PDF 438KB) ,January 2016 ,5,0
2638,D20,Medical examination statement of parties and examiner,Adobe Acrobat (pdf),Internet downloadable form,Divorce / Civil Partnership Dissolution,1,0,d020-eng.pdf,,(PDF 297KB) ,April 2012 ,5,0
2639,D5 ,Notice to be indorsed on document served in accordance with rule 6.14,Adobe Acrobat (pdf),Internet downloadable form,Family,1,0,d005-eng.pdf,NULL,(PDF 125KB) ,April 2011 ,5,NULL
