court_leaflets_id,court_leaflets_num,court_leaflets_title,court_leaflets_type,court_leaflets_comment,court_leaflets_category,court_leaflets_download,court_leaflets_internal_flag,court_leaflets_url,court_leaflets_keywords,court_leaflets_format,court_leaflets_lastupdate,language_id,court_work_type_id
2622,T420 ,Making a claim to an Employment Tribunal ,Adobe Acrobat (pdf) ,Internet downloadable guidance,Employment Tribunal ,1,0,t420-eng-2016.02.24.pdf,NULL,(PDF 826KB),February 2016 ,5,NULL
2623,T421 ,Your claim - what next ,Adobe Acrobat (pdf) ,Internet downloadable guidance,Employment Tribunal ,1,0,t421-eng-2016.02.24.pdf,NULL,(PDF 413KB),February 2016 ,5,NULL
2624,T422 ,Responding to a claim to an Employment Tribunal,Adobe Acrobat (pdf) ,Internet downloadable guidance,Employment Tribunal ,1,0,t422-eng-2016.02.24.pdf,NULL,(PDF 577KB),February 2016 ,5,NULL
2625,T423 ,Responding to a claim to an Employment Tribunal (Details of a hearing to be sent),Adobe Acrobat (pdf) ,Internet downloadable guidance,Employment Tribunal ,1,0,t423-eng-2016.02.24.pdf,NULL,(PDF 557KB),February 2016 ,5,NULL
2626,T424 ,The hearing - guidance for claimants,Adobe Acrobat (pdf) ,Internet downloadable guidance,Employment Tribunal ,1,0,t424-eng-2016.02.24.pdf,NULL,(PDF 442KB),February 2016 ,5,NULL
2627,T425 ,The hearing - guidance for claimants and respondents ,Adobe Acrobat (pdf) ,Internet downloadable guidance,Employment Tribunal ,1,0,t425-eng-2016.02.24.pdf,NULL,(PDF 494KB),February 2016 ,5,NULL
2628,T426 ,The judgment,Adobe Acrobat (pdf) ,Internet downloadable guidance,Employment Tribunal ,1,0,t426-eng.pdf ,NULL,(PDF 485KB),April 2016 ,5,NULL
2630,IAFT-5 Guide,A Guide to Completing IAFT-5 Appeal Form - Information on Fee Payment - Notice of Appeal to the First-TierTribunal (Immigration and Asylum Chamber) - in Country,Adobe Acrobat (pdf) ,Internet downloadable guidance,Immigration and Asylum Tribunal ,1,0,iaft005-guide-eng.pdf ,NULL,(PDF 362KB),September 2015,5,NULL
2631,IAFT-5A Guide ,A guide to completing IAFT-5a appeal form,Adobe Acrobat (pdf) ,Internet downloadable guidance,Immigration and Asylum Tribunal ,1,0,iaft005a-guide-eng.pdf,NULL,(PDF 175KB),September 2015,5,NULL
2632,IAFT-6 Guide,A Guide to Completing IAFT-6 Appeal Form - Information on Fee Payment - Notice of Appeal to the First-TierTribunal (Immigration and Asylum Chamber) Overseas Entry Clearance,Adobe Acrobat (pdf) ,Internet downloadable guidance,Immigration and Asylum Tribunal ,1,0,iaft006-guide-eng.pdf ,NULL,(PDF 347KB),September 2015,5,NULL
2633,IAFT-7 Guide,A Guide to Completing IAFT-7 Appeal Form - Information on Fee Payment - Notice of Appeal to the First-TierTribunal (Immigration and Asylum Chamber) Overseas Appeal Against a Decision Made Inside the UK,Adobe Acrobat (pdf) ,Internet downloadable guidance,Immigration and Asylum Tribunal ,1,0,iaft007-guide-eng.pdf ,NULL,(PDF 356KB),September 2015,5,NULL
2641,SEND4,How to Claim Against Disability Discrimination in Schools - a Guide for Young People. ,Adobe Acrobat (pdf) ,Internet downloadable guidance,Special Educational Needs and Disability Tribunal ,1,0,send004-eng.pdf ,NULL,(PDF 348KB),November 2014 ,5,NULL
2642,T129 ,Your Rights to Legal Representation and to See the Tribunal Doctor,Adobe Acrobat (pdf) ,Internet downloadable guidance,Mental Health Tribunal ,1,0,t129-eng.pdf ,,(PDF 182KB),April 2014 ,5,0
2643,SEND5,Coming to the Tribunal.,Adobe Acrobat (pdf) ,Internet downloadable guidance,Special Educational Needs and Disability Tribunal ,1,0,send005-eng.pdf ,NULL,(PDF 200KB),September 2012,5,NULL
2644,SEND15,Guidance for Parents Claiming Expenses.,Adobe Acrobat (pdf) ,Internet downloadable guidance,Special Educational Needs and Disability Tribunal ,1,0,send015-eng.pdf ,,(PDF 147KB),September 2014,5,0
2645,SEND16,Guidance for Witnesses Claiming Expenses.,Adobe Acrobat (pdf) ,Internet downloadable guidance,Special Educational Needs and Disability Tribunal ,1,0,send016-eng.pdf ,,(PDF 215KB),September 2014,5,0
2646,Going to a Magistrates' Court,Going to a Magistrates' Court - Information for People with Learning Disabilities,Adobe Acrobat (pdf) ,Internet downloadable guidance,Magistrates' Court,1,0,going-to-magistrates-court-eng.pdf,NULL,"(PDF 2,972KB) ",May 2012,5,NULL
2647,N322A Guidance Notes,Guidance Notes for Completing Form N322A.,Adobe Acrobat (pdf) ,Internet downloadable guidance,County Court,1,0,n322a-notes-eng.pdf,NULL,(PDF 189KB),June 2009,5,NULL
2648,N322B Guidance Notes,Guidance Notes for Completing Form N322B.,Adobe Acrobat (pdf) ,Internet downloadable guidance,County Court,1,0,n322b-notes-eng.pdf,NULL,(PDF 126KB),June 2009,5,NULL
2649,N322A Nodiadau Canllaw. / N322A Guidance Notes.,Nodiadau canllaw ar gyfer llenwi'r ffurflen gais i orfodi penderfyniad neu setliad amodol ACAS (Ffurflen COT3) mae angen caniatâd y llys arno i fynd rhagddo. / Notes for guidance on completing the application form to enforce a decision or ACAS conditional settlement (Form COT3) that requires permission of the court to proceed. ,Adobe Acrobat (pdf) ,Internet downloadable guidance,County Court,1,0,n322a-notes-bil.pdf,NULL,(PDF 166KB),June 2009,17,NULL
2650,N322B Nodiadau Canllaw. / N322B Guidance Notes.,Nodiadau canllaw ar gyfer llenwi'r ffurflen gais i orfodi penderfyniad neu setliad amodol ACAS (Ffurflen COT3) nad oes angen caniatâd y llys arno i fynd rhagddo. / Notes for guidance on completing the application form to enforce a decision or ACAS settlement (Form COT3) that does not require permission of the court to proceed. ,Adobe Acrobat (pdf) ,Internet downloadable guidance,County Court,1,0,n322b-notes-bil.pdf,NULL,(PDF 165KB),June 2009,17,NULL
2651,A60 Nodiadau / A60 Notes,Cais am orchymyn mabwysiadu (ac eithrio gorchymyn mabwysiadu dan y Cytundeb) lle bo'r plentyn yn byw fel arfer y tu allan i Ynysoedd Prydain ac yn cael ei ddwyn i mewn i'r Deyrnas Unedig i bwrpas mabwysiadu (Ffurflen A60) Nodiadau. / Application for an adoption order (excluding a Convention adoption order) where the child is habitually resident outside the British Islands and is brought into the United Kingdom for the purposes of adoption (Form A60) Notes. ,Adobe Acrobat (pdf) ,Internet downloadable guidance,Adoption,1,0,a060-notes-bil.pdf ,NULL,(PDF 168KB),March 2014 ,17,NULL
2652,ADM15B,Nodiadau i'r diffynnydd (hawliad cyfyngu'r Morlys) / Notes for defendant (admiralty limitation claim),Adobe Acrobat (pdf) ,Internet downloadable guidance,Admiralty,1,0,adm15(b)-bil.pdf,NULL,(PDF 167KB),October 2008,17,NULL
2654,T130 ,When can I apply to or be referred to the Tribunal for a hearing?,Adobe Acrobat (pdf) ,Internet downloadable guidance,Mental Health Tribunal ,1,0,t130-eng.pdf ,NULL,(PDF 541KB),June 2015,5,NULL
2667,LOC006,Bankruptcy Court Guide ,Adobe Acrobat (pdf) ,Internet downloadable guidance,Bankruptcy and Insolvency ,1,0,loc006-eng.pdf,NULL,(PDF 187KB),November 2013 ,5,NULL
2668,N1(FD),Nodiadau i'r diffynnydd ar ymateb i'r ffurflen hawlio (hawliad Deddf Credyd Defnyddwyr). / Notes for defendant on replying to the claim form (Consumer Credit Act claim). ,Adobe Acrobat (pdf) ,Internet downloadable guidance,County Court,1,0,n001(fd)-bil.pdf,NULL,(PDF 50KB) ,June 2014,17,NULL
2669,N1C,Nodiadau I'r diffynnydd ar ateb y ffurflen hawlio / Notes for defendant on replying to the claim form,Adobe Acrobat (pdf) ,Internet downloadable guidance,County Court,1,0,n001c-bil.pdf,NULL,(PDF 162KB),April 2013 ,17,NULL
2670,N1C,Notes for Defendant on Replying to the Claim Form.,Adobe Acrobat (pdf) ,Internet downloadable guidance,County Court,1,0,n001c-eng.pdf,NULL,(PDF 75KB) ,April 2013 ,5,NULL
2671,N1D,Nodiadau i'r diffynnydd ar ateb i'r ffurflen hawlio y tu allan i'r awdurdodaeth. / Notes for defendant on replying to the claim form out of the jurisdiction. ,Adobe Acrobat (pdf) ,Internet downloadable guidance,County Court,1,0,n001d-bil.pdf,NULL,(PDF 210KB),October 2008,17,NULL
2672,N1D,Notes for Defendant on Replying to the Claim Form Out of the Jurisdiction.,Adobe Acrobat (pdf) ,Internet downloadable guidance,County Court,1,0,n001d-eng.pdf,NULL,(PDF 82KB) ,April 2013 ,5,NULL
2673,LOC045,Model directions for clinical negligence cases (2012) - before Master Roberts and Master Cook,Microsoft Word (doc),Internet downloadable guidance,Queen's Bench ,1,0,loc045-eng.doc,NULL,(Word 83KB),August 2015,5,NULL
2674,N8B,Hawliad Cyflafareddu. Nodiadau i'r diffynnydd / Arbitration Claim. Notes for the defendant. ,Adobe Acrobat (pdf) ,Internet downloadable guidance,County Court,1,0,n008b-bil.pdf,NULL,(PDF 126KB),October 2008,17,NULL
2675,N161B,Nodiadau Pwysig i'r Atebydd. / Important Notes for Respondent.,Adobe Acrobat (pdf) ,Internet downloadable guidance,County Court,1,0,n161b-bil.pdf,NULL,(PDF 118KB),April 2000 ,17,NULL
2676,N208C(CC),Nodiadau I'r diffynnydd ar ymateb i ffurflen hawlio Rhan 8 / Notes for defendant on replying to the Part 8 claim form. ,Adobe Acrobat (pdf) ,Internet downloadable guidance,Commercial Court ,1,0,n208c(cc)-bil.pdf,NULL,(PDF 216KB),October 2008,17,NULL
2677,N500A,Notes for Claimant on Completing a Part 8 Claim Form - Directors Disqualification Application. ,Adobe Acrobat (pdf) ,Internet downloadable guidance,County Court,1,0,n500a-eng.pdf,NULL,(PDF 108KB),June 2005,5,NULL
2678,N500B,Notes for Defendant - Directors Disqualification Application. ,Adobe Acrobat (pdf) ,Internet downloadable guidance,County Court,1,0,n500b-eng.pdf,NULL,(PDF 102KB),June 2005,5,NULL
2679,N501A,Notes for Claimant on Completing Claim Form N501. ,Adobe Acrobat (pdf) ,Internet downloadable guidance,County Court,1,0,n501a-eng.pdf,NULL,(PDF 153KB),June 2005,5,NULL
2680,N501B,Notes for Defendant - Directors Disqualification Proceedings Section 8A Application.,Adobe Acrobat (pdf) ,Internet downloadable guidance,County Court,1,0,n501b-eng.pdf,NULL,(PDF 100KB),June 2005,5,NULL
2681,T114 ,Witness Expenses Form and Guidelines. ,Adobe Acrobat (pdf) ,Internet downloadable guidance,Mental Health Tribunal ,1,0,t114-eng.pdf ,NULL,(PDF 349KB),October 2014,5,NULL
2683,T451 ,Guidance on Completing the Application Form for a Gender Recognition Certificate.,Adobe Acrobat (pdf) ,Internet downloadable guidance,Gender Recognition Panel,1,0,t451-eng.pdf ,NULL,(PDF 247KB),October 2014,5,NULL
2684,T452 ,Guidelines for Registered Medical Practitioners and Registered Psychologists.To Facilitate Completion of the Medical Report Proforma for Gender Recognition.,Adobe Acrobat (pdf) ,Internet downloadable guidance,Gender Recognition Panel,1,0,t452-eng.pdf ,NULL,(PDF 182KB),October 2014,5,NULL
2701,Ffurflen 6.27 nodiadau / Form 6.27 Notes ,Deiseb Methdaliad Dyledwr. / Debtor's Bankruptcy Petition. ,Microsoft Word (doc),Internet downloadable guidance,Bankruptcy and Insolvency ,1,0,form-627-notes-bil.doc,NULL,(Word 94KB),October 2012,17,NULL
2702,T246 ,Guidance Notes on Completing the Application to Close Enquiry form,Adobe Acrobat (pdf) ,Internet downloadable guidance,Tax (First-tier Tribunal) ,1,0,t246-eng.pdf ,NULL,(PDF 519KB),March 2015 ,5,NULL
2703,T241 ,Guidance Notes on Completing the Notice of Appeal ,Adobe Acrobat (pdf) ,Internet downloadable guidance,Tax (First-tier Tribunal) ,1,0,t241-eng.pdf ,NULL,(PDF 537KB),March 2015 ,5,NULL
2704,T249 ,Guidance to Accompany a Decision from the First-tier Tribunal (Tax Chamber),Adobe Acrobat (pdf) ,Internet downloadable guidance,Tax (First-tier Tribunal) ,1,0,t249-eng.pdf ,NULL,(PDF 521KB),March 2015 ,5,NULL
2705,T242 ,Making an Appeal Explanatory Booklet,Adobe Acrobat (pdf) ,Internet downloadable guidance,Tax (First-tier Tribunal) ,1,0,t242-eng.pdf ,NULL,(PDF 543KB),March 2015 ,5,NULL
2706,T248 ,Guidance Notes on Completing the First-tier Tribunal Application for Permission to Appeal to the Upper Tribunal,Adobe Acrobat (pdf) ,Internet downloadable guidance,Tax (First-tier Tribunal) ,1,0,t248-eng.pdf ,NULL,(PDF 517KB),March 2015 ,5,NULL
2715,IAUT1 Guide,A Guide to Completing IAUT-1 Application Form,Adobe Acrobat (pdf) ,Internet downloadable guidance,Immigration and Asylum Tribunal ,1,0,iaut001-guide-eng.pdf ,NULL,(PDF 168KB),July 2015,5,NULL
2719,SEND9,Guidance for Summonsed Witnesses.,Adobe Acrobat (pdf) ,Internet downloadable guidance,Special Educational Needs and Disability Tribunal ,1,0,send009-eng.pdf ,,(PDF 229KB),September 2014,5,0
2720,SEND10,Guidance for Expert Witnesses Giving Evidence in Special Educational Needs Appeals and Disability Discrimination Claims Hearings.,Adobe Acrobat (pdf) ,Internet downloadable guidance,Special Educational Needs and Disability Tribunal ,1,0,send010-eng.pdf ,NULL,(PDF 162KB),March 2013 ,5,NULL
2723,Precedent H Guidance Notes,Precedent H Guidance Notes,Microsoft Word (doc),Internet downloadable guidance,County Court,1,0,precedent(h)-notes-eng.doc,NULL,(Word 53KB),April 2016 ,5,NULL
2724,SSCS1A,How to Appeal Against a Decision Made by the Department for Work and Pensions.,Adobe Acrobat (pdf) ,Internet downloadable guidance,Social Security and Child Support,1,0,sscs001a-eng.pdf,NULL,(PDF 251KB),July 2015,5,NULL
2725,FTC1 Notes ,Notes for Appellants,Adobe Acrobat (pdf) ,Internet downloadable guidance,Tax and Chancery Chamber (Upper Tribunal),1,0,ftc001-notes-eng.pdf,NULL,(PDF 535KB),November 2014 ,5,NULL
2726,FTC2 Notes ,Notes for Appellants Requesting an Order for Costs or Expenses,Adobe Acrobat (pdf) ,Internet downloadable guidance,Tax and Chancery Chamber (Upper Tribunal),1,0,ftc002-notes-eng.pdf,NULL,(PDF 524KB),November 2014 ,5,NULL
2727,SSCS1A,How to appeal against a decision made by the Department for Work and Pensions (Large print) ,Adobe Acrobat (pdf) ,Internet downloadable guidance,Social Security and Child Support,1,0,sscs001a-large-eng.pdf,NULL,(PDF 290KB),July 2015,5,NULL
2729,DSA 1 Guide,Guidance Notes for Appellants - Completing Form DSA1: Appealing to the First-tier Tribunal. ,Adobe Acrobat (pdf) ,Internet downloadable guidance,General Regulatory Chamber (First-tier Tribunal),1,0,dsa001-guide-eng.pdf,NULL,(PDF 533KB),June 2015,5,NULL
2730,T108 ,Appealing to the First-tier Tribunal (Care Standards) - A Guide to the Appeals Procedures.,Adobe Acrobat (pdf) ,Internet downloadable guidance,Care Standards (First-tier Tribunal),1,0,t108-eng.pdf ,NULL,(PDF 354KB),October 2014,5,NULL
2731,T108A,"Guide to Telephone Case Management Hearing, Statements, Bundles and Witness Templates.",Adobe Acrobat (pdf) ,Internet downloadable guidance,Care Standards (First-tier Tribunal),1,0,t108a-eng.pdf,NULL,(PDF 181KB),October 2014,5,NULL
2732,T108B,Telephone Case Management Hearing Guide. ,Adobe Acrobat (pdf) ,Internet downloadable guidance,Care Standards (First-tier Tribunal),1,0,t108b-eng.pdf,NULL,(PDF 180KB),October 2014,5,NULL
2733,N244 Notes ,Application Notice (Form N244) - Notes for Guidance,Adobe Acrobat (pdf) ,Internet downloadable guidance,Court of Appeal Civil Division,1,0,n244-notes-eng.pdf ,NULL,(PDF 138KB),October 2013,5,NULL
2734,MC102,A Guide on How and Where to Pay Your Fine.,Adobe Acrobat (pdf) ,Internet downloadable guidance,Magistrates' Court,1,0,mc102-eng.pdf,NULL,(PDF 699KB),May 2013,5,NULL
2735,T108A,"Guide to Telephone Case Management Hearing, Statements, Bundles and Witness Templates.",Adobe Acrobat (pdf) ,Internet downloadable guidance,Primary Health Lists,1,0,t108a-eng.pdf,NULL,(PDF 181KB),October 2014,5,NULL
2737,T108B,Telephone Case Management Hearing Guide. ,Adobe Acrobat (pdf) ,Internet downloadable guidance,Primary Health Lists,1,0,t108b-eng.pdf,NULL,(PDF 180KB),October 2014,5,NULL
2738,T540 ,Guidance on Rent Cases ,Adobe Acrobat (pdf) ,Internet downloadable guidance,Residential Property (First-tier Tribunal),1,0,t540-eng.pdf ,NULL,(PDF 169KB),July 2015,5,NULL
2739,T541 ,"Guidance on Service Charges, Administration Charges and other management matters",Adobe Acrobat (pdf) ,Internet downloadable guidance,Residential Property (First-tier Tribunal),1,0,t541-eng.pdf ,NULL,(PDF 192KB),July 2015,5,NULL
2740,T542 ,Guidance on Enfranchisement,Adobe Acrobat (pdf) ,Internet downloadable guidance,Residential Property (First-tier Tribunal),1,0,t542-eng.pdf ,NULL,(PDF 178KB),July 2015,5,NULL
2741,T543 ,Guidance on Housing Act 2004 Cases ,Adobe Acrobat (pdf) ,Internet downloadable guidance,Residential Property (First-tier Tribunal),1,0,t543-eng.pdf ,NULL,(PDF 180KB),July 2015,5,NULL
2742,T544 ,Guidance on Park Homes ,Adobe Acrobat (pdf) ,Internet downloadable guidance,Residential Property (First-tier Tribunal),1,0,t544-eng.pdf ,NULL,(PDF 186KB),July 2015,5,NULL
2743,T545 ,Guidance on Recognition of Tenants' Association,Adobe Acrobat (pdf) ,Internet downloadable guidance,Residential Property (First-tier Tribunal),1,0,t545-eng.pdf ,NULL,(PDF 170KB),July 2015,5,NULL
2744,T546 ,Guidance on Right to Buy cases,Adobe Acrobat (pdf) ,Internet downloadable guidance,Residential Property (First-tier Tribunal),1,0,t546-eng.pdf ,NULL,(PDF 168KB),July 2015,5,NULL
2750,N244 Nodiadau / N244 Notes,Rhybudd Cyflwyno Cais (Ffurflen N244) - Canllawiau / Application notice (Form N244) - Notes for guidance,Adobe Acrobat (pdf) ,Internet downloadable guidance,County Court,1,0,n244-notes-bil.pdf ,NULL,(PDF 179KB),July 2008,17,NULL
2754,TALG964 ,Protocol for Inspection of Land in Agricultural Land and Drainage Cases,Adobe Acrobat (pdf) ,Internet downloadable guidance,Agricultural Lands and Drainage ,1,0,talg964-eng.pdf ,NULL,(PDF 40KB) ,July 2013,5,NULL
2755,TALG900 ,Practice Statement 2013,Adobe Acrobat (pdf) ,Internet downloadable guidance,Agricultural Lands and Drainage ,1,0,talg900-eng.pdf ,NULL,(PDF 76KB) ,July 2013,5,NULL
2756,CB7,Guide for Separated Parents: Children and the Family Courts,Adobe Acrobat (pdf) ,Internet downloadable guidance,Children Act,1,0,cb007-eng.pdf,NULL,(PDF 316KB),September 2015,5,NULL
2757,TGRCRef ,References - Some Questions and Answers. ,Adobe Acrobat (pdf) ,Internet downloadable guidance,Charity Tribunal ,1,0,tgrcref-eng.pdf ,NULL,(PDF 74KB) ,July 2013,5,NULL
2759,FTC3 Notes ,Notes for Applicants - Form FTC3 (Tax and Chancery Chamber),Adobe Acrobat (pdf) ,Internet downloadable guidance,Tax and Chancery Chamber (Upper Tribunal),1,0,ftc003-notes-eng.pdf,NULL,(PDF 522KB),November 2014 ,5,NULL
2760,T399 ,"Appealing to the Upper Tribunal (Tax and Chancery Chamber): Tax, Charity and Land Registration Appeals",Adobe Acrobat (pdf) ,Internet downloadable guidance,Tax and Chancery Chamber (Upper Tribunal),1,0,t399-eng.pdf ,NULL,(PDF 592KB),November 2014 ,5,NULL
2761,T400 ,References to the Upper Tribunal (Tax and Chancery Chamber): Financial Services Cases ,Adobe Acrobat (pdf) ,Internet downloadable guidance,Tax and Chancery Chamber (Upper Tribunal),1,0,t400-eng.pdf ,NULL,(PDF 615KB),November 2014 ,5,NULL
2766,T434 ,Expenses and Allowances Payable to Parties and Witnesses Attending an Employment Tribunal.,Adobe Acrobat (pdf) ,Internet downloadable guidance,Employment Tribunal ,1,0,t434-eng.pdf ,NULL,(PDF 165KB),August 2013,5,NULL
2770,COP5A,Guidance notes on completing form COP5 (Acknowledgment of service/notification) ,Adobe Acrobat (pdf) ,Internet downloadable guidance,Court of Protection ,1,0,cop005a-eng.pdf ,NULL,(PDF 49KB) ,September 2015,5,NULL
2780,Tenancy Agreements,Applications to the Court of Protection in Relation to Tenancy Agreements ,Adobe Acrobat (pdf) ,Internet downloadable guidance,Court of Protection ,1,0,tenancy-agreements-eng.pdf,NULL,(PDF 263KB),February 2012 ,5,0
2781,EX343,Unhappy With Our Service - What Can You Do? ,Adobe Acrobat (pdf) ,Internet downloadable guidance,Court of Protection ,1,0,ex343-eng.pdf,NULL,(PDF 154KB),October 2015,5,0
2783,COP14A,COP14 Guidance Notes,Adobe Acrobat (pdf) ,Internet downloadable guidance,Court of Protection ,1,0,cop014a-eng.pdf ,NULL,(PDF 40KB) ,September 2015,5,0
2784,COP15A,COP15 Guidance Notes,Adobe Acrobat (pdf) ,Internet downloadable guidance,Court of Protection ,1,0,cop015a-eng.pdf ,NULL,(PDF 46KB) ,September 2015,5,0
2790,COP21A,Guidance notes on completing form COP20A (Certificate of notification/non-notification of the person to whom the proceedings relate),Adobe Acrobat (pdf) ,Internet downloadable guidance,Court of Protection ,1,0,cop021a-eng.pdf ,NULL,(PDF 46KB) ,September 2015,5,NULL
2791,COP21B,Guidance notes on completing form COP20B (Certificate of service non-service notification/non-notification),Adobe Acrobat (pdf) ,Internet downloadable guidance,Court of Protection ,1,0,cop021b-eng.pdf ,NULL,(PDF 42KB) ,September 2015,5,NULL
2804,T604 ,"Explanatory leaflet for compulsory purchase compensation, land compensation disputes and other references",Adobe Acrobat (pdf) ,Internet downloadable guidance,Lands Chamber (Upper Tribunal),1,0,t604-eng.pdf ,NULL,(PDF 253KB),January 2016,5,NULL
2805,T605 ,"Explanatory leaflet for appeals against decisions of the First-tier Tribunal (Property Chamber) in England, and Leasehold Valuation and Residential Property Tribunals in Wales ",Adobe Acrobat (pdf) ,Internet downloadable guidance,Lands Chamber (Upper Tribunal),1,0,t605-eng.pdf ,NULL,(PDF 334KB),January 2016,5,NULL
2806,T606 ,Explanatory leaflet for appeals against decisions of the Valuation Tribunal for England and the Valuation Tribunal for Wales ,Adobe Acrobat (pdf) ,Internet downloadable guidance,Lands Chamber (Upper Tribunal),1,0,t606-eng.pdf ,NULL,(PDF 320KB),January 2016,5,NULL
2807,T607 ,Explanatory leaflet for applications for rights of light certificates,Adobe Acrobat (pdf) ,Internet downloadable guidance,Lands Chamber (Upper Tribunal),1,0,t607-eng.pdf ,NULL,(PDF 254KB),January 2016,5,NULL
2808,T608 ,Explanatory leaflet for applications to discharge or modify restrictive covenants,Adobe Acrobat (pdf) ,Internet downloadable guidance,Lands Chamber (Upper Tribunal),1,0,t608-eng.pdf ,NULL,(PDF 330KB),January 2016,5,NULL
2809,T440 ,I Want to Appeal to the Employment Appeal Tribunal,Adobe Acrobat (pdf) ,Internet downloadable guidance,Employment Appeal Tribunal,1,0,t440-eng-20151230.pdf ,NULL,(PDF 175KB),December 2015 ,5,NULL
2811,TGRCRef ,References - Some Questions and Answers,Adobe Acrobat (pdf) ,Internet downloadable guidance,General Regulatory Chamber (First-tier Tribunal),1,0,tgrcref-eng.pdf ,NULL,(PDF 74KB) ,July 2013,5,NULL
2812,MC100,Make Sure You Can Pay Your Fine. (Czech) ,Adobe Acrobat (pdf) ,Internet downloadable guidance,Magistrates' Court,1,0,mc100-cze.pdf,NULL,(PDF 534KB),December 2013 ,23,NULL
2814,COP GN1 ,Applications for the appointment of a deputy for property and financial affairs.,Adobe Acrobat (pdf) ,Internet downloadable guidance,Court of Protection ,1,0,cop-gn001-eng.pdf,NULL,(PDF 145KB),September 2015,5,NULL
2815,COP GN2 ,Guidance on the sale of jointly owned property.,Adobe Acrobat (pdf) ,Internet downloadable guidance,Court of Protection ,1,0,cop-gn002-eng.pdf,NULL,(PDF 180KB),September 2015,5,NULL
2816,COP GN3 ,Applications by existing deputies - Guidance note.,Adobe Acrobat (pdf) ,Internet downloadable guidance,Court of Protection ,1,0,cop-gn003-eng.pdf,NULL,(PDF 136KB),September 2015,5,NULL
2817,COP GN4 ,Making a personal welfare application to the Court of Protection.,Adobe Acrobat (pdf) ,Internet downloadable guidance,Court of Protection ,1,0,cop-gn004-eng.pdf,NULL,(PDF 72KB) ,September 2015,5,NULL
2818,COP GN5 ,Coming for a hearing at the Court of Protection in London or at one of our regional courts. ,Adobe Acrobat (pdf) ,Internet downloadable guidance,Court of Protection ,1,0,cop-gn005-eng.pdf,NULL,(PDF 52KB) ,September 2015,5,NULL
2821,COP GN8 ,"Applications for statutory wills, gifts, settlements and other dealings with P's property.",Adobe Acrobat (pdf) ,Internet downloadable guidance,Court of Protection ,1,0,cop-gn008-eng.pdf,NULL,(PDF 116KB),September 2015,5,NULL
2823,EX50A,Full list of fees applicable in the Civil and Family Courts (from 21 March 2016),Microsoft Word (doc),Internet downloadable guidance,Fees and Help with Fees,1,0,ex050a-eng-2016.03.21.doc,NULL,(Word 377KB),March 2016 ,5,NULL
2825,T455 ,The general guide for all users (Gender Recognition Act 2004) ,Adobe Acrobat (pdf) ,Internet downloadable guidance,Gender Recognition Panel,1,0,t455-eng-2016.04.01.pdf,NULL,(PDF 657KB),April 2016 ,5,NULL
2827,T454 ,Guidance on completing the application Form for a Gender Recognition Certificate Overseas Track Application,Adobe Acrobat (pdf) ,Internet downloadable guidance,Gender Recognition Panel,1,0,t454-eng.pdf ,NULL,(PDF 224KB),October 2014,5,NULL
2828,Child Support: How to Appeal ,Child Support: How to Appeal ,Adobe Acrobat (pdf) ,Internet downloadable guidance,Social Security and Child Support,1,0,child-support-how-to-appeal-eng.pdf,NULL,(PDF 52KB) ,October 2013,5,NULL
2829,Child Support: How to Appeal ,Child Support: How to Appeal (Scotland),Adobe Acrobat (pdf) ,Internet downloadable guidance,Social Security and Child Support,1,0,child-support-how-to-appeal-scotland.pdf,NULL,(PDF 55KB) ,October 2013,5,NULL
2830,Your Appeal - What Happens Next ,Your Appeal - What Happens Next ,Adobe Acrobat (pdf) ,Internet downloadable guidance,Social Security and Child Support,1,0,information-leaflet-eng.pdf ,NULL,(PDF 33KB) ,April 2012 ,5,NULL
2832,T53,Fee guidance notes for individuals.,Adobe Acrobat (pdf) ,Internet downloadable guidance,General Regulatory Chamber (First-tier Tribunal),1,0,t053-eng.pdf ,NULL,(PDF 303KB),October 2015,5,NULL
2833,EX160A,How to apply for help with fees ,Adobe Acrobat (pdf) ,Internet downloadable guidance,Fees and Help with Fees,1,0,ex160a-eng-20160212.pdf,NULL,(PDF 440KB),February 2016 ,5,NULL
2834,EX160B,"Undertaking to Apply for Remission of a Court Fee or Tribunal Fee, or to Pay a Court Fee or Tribunal Fee for Emergency Applications Only.",Adobe Acrobat (pdf) ,Internet downloadable guidance,Fees and Help with Fees,1,0,ex160b-eng.pdf,NULL,(PDF 110KB),September 2013,5,NULL
2835,EX160C,Fee Remissions Contribution Calculator.,Microsoft Excel (xls),Internet downloadable guidance,Fees and Help with Fees,1,0,ex160c-eng.xls,NULL,(XLS 28KB) ,September 2013,5,NULL
2837,UT Table of cases,UTAAC Table of Cases,Adobe Acrobat (pdf) ,Internet downloadable guidance,Administrative Appeals Chamber (Upper Tribunal),1,0,utaac-table-cases-eng.pdf,NULL,(PDF 432KB),June 2015,5,NULL
2838,UTAAC FAQ,Upper Tribunal (Administrative Appeals Chamber) - what to expect ,Adobe Acrobat (pdf) ,Internet downloadable guidance,Administrative Appeals Chamber (Upper Tribunal),1,0,utaac-faq-eng.pdf,NULL,(PDF 561KB),February 2015 ,5,NULL
2839,JR1 Guidance,Claim Form JR1 - Notes for Guidance(Upper Tribunal - Administrative Appeals Chamber),Microsoft Word (doc),Internet downloadable guidance,Administrative Appeals Chamber (Upper Tribunal),1,0,jr001(aac)-guidance-eng.doc ,NULL,(Word 52KB),October 2011,5,NULL
