code,title,attachment_file_name,attachment_content_type,attachment_file_size,content_date,language_id,doc_attachment_type_id,inactive,creator_id,original_url,original_id,published_date,file_format,summary
MC100,"Make Sure You Can Pay Your Fine. (English)",mc100-eng.pdf,application/pdf,162515,2013-12-01,8,2,false,1,GetLeaflet.do?court_leaflets_id=,914,2017-04-12,PDF,
MC100,"Make Sure You Can Pay Your Fine. (Greek)",mc100-gre.pdf,application/pdf,524633,2013-12-01,11,2,false,1,GetLeaflet.do?court_leaflets_id=,933,2017-04-12,PDF,
MC100,"Make Sure You Can Pay Your Fine. (Gujarati)",mc100-guj.pdf,application/pdf,221796,2013-12-01,12,2,false,1,GetLeaflet.do?court_leaflets_id=,934,2017-04-12,PDF,
MC100,"Make Sure You Can Pay Your Fine. (Hindi)",mc100-hin.pdf,application/pdf,226864,2013-12-01,13,2,false,1,GetLeaflet.do?court_leaflets_id=,936,2017-04-12,PDF,
MC100,"Make Sure You Can Pay Your Fine. (Kurdish)",mc100-kur.pdf,application/pdf,174696,2013-12-01,14,2,false,1,GetLeaflet.do?court_leaflets_id=,937,2017-04-12,PDF,
MC100,"Make Sure You Can Pay Your Fine. (Polish)",mc100-pol.pdf,application/pdf,519635,2013-12-01,15,2,false,1,GetLeaflet.do?court_leaflets_id=,1028,2017-04-12,PDF,
MC100,"Make Sure You Can Pay Your Fine. (Portuguese)",mc100-por.pdf,application/pdf,545387,2013-12-01,16,2,false,1,GetLeaflet.do?court_leaflets_id=,938,2017-04-12,PDF,
MC100,"Make Sure You Can Pay Your Fine. (Punjabi)",mc100-pun.pdf,application/pdf,209038,2013-12-01,17,2,false,1,GetLeaflet.do?court_leaflets_id=,939,2017-04-12,PDF,
MC100,"Make Sure You Can Pay Your Fine. (Serbian)",mc100-srp.pdf,application/pdf,545014,2013-12-01,18,2,false,1,GetLeaflet.do?court_leaflets_id=,940,2017-04-12,PDF,
MC100,"Make Sure You Can Pay Your Fine. (Spanish)",mc100-spa.pdf,application/pdf,541542,2013-12-01,20,2,false,1,GetLeaflet.do?court_leaflets_id=,942,2017-04-12,PDF,
MC100,"Make Sure You Can Pay Your Fine. (Turkish)",mc100-tur.pdf,application/pdf,544674,2013-12-01,23,2,false,1,GetLeaflet.do?court_leaflets_id=,944,2017-04-12,PDF,
MC100,"Make Sure You Can Pay Your Fine. (Urdu)",mc100-urd.pdf,application/pdf,194660,2013-12-01,24,2,false,1,GetLeaflet.do?court_leaflets_id=,945,2017-04-12,PDF,
MC100,"Gwnewch yn siwr y gallwch dalu eich dirwy",mc100-cym.pdf,application/pdf,214447,2013-12-01,25,1,false,1,W_GetForm.do?court_forms_id=,2501,2017-04-12,PDF,
MC100,"Gwnewch yn siwr y gallwch dalu eich dirwy. | Make sure you can pay your fine",mc100-bil.pdf,application/pdf,256650,2013-12-01,26,1,false,1,GetForm.do?court_forms_id=,2378,2017-04-12,PDF,
MC102,"A Guide on How and Where to Pay Your Fine",mc102-eng.pdf,application/pdf,715601,2013-05-01,8,4,false,1,GetLeaflet.do?court_leaflets_id=,2734,2017-04-12,PDF,
MC150,"Application by offender to remit Criminal Courts Charge",mc150-eng.pdf,application/pdf,168630,2017-04-01,8,1,false,1,GetForm.do?court_forms_id=,16344,2017-04-12,PDF,
MCOL Guide,"Money Claim Online (MCOL) - User guide for claimants",mcol-guide-eng.pdf,application/pdf,378241,2016-07-01,8,4,false,1,GetLeaflet.do?court_leaflets_id=,4784,2017-04-12,PDF,
Mercantile Directions,"Specimen Order for Directions",mercantile-directions-eng.doc,application/msword,48128,2010-12-01,8,1,false,1,GetForm.do?court_forms_id=,2278,2017-04-12,DOC,
Mercantile Template 1,"Specimen Directions Template (Birmingham Mercantile Court)",mercantile-template-1-eng.doc,application/msword,992768,2011-11-01,8,1,false,1,GetForm.do?court_forms_id=,2367,2017-04-12,DOC,
Mercantile Template 2,"Specimen Directions Template (Bristol Mercantile Court)",mercantile-template-2-eng.doc,application/msword,88576,2011-11-01,8,1,false,1,GetForm.do?court_forms_id=,2368,2017-04-12,DOC,
Mercantile Template 3,"Specimen Directions Template (Cardiff Mercantile Court)",mercantile-template-3-eng.doc,application/msword,1164800,2011-11-01,8,1,false,1,GetForm.do?court_forms_id=,2369,2017-04-12,DOC,
Mercantile Template 4,"Specimen Directions Template (Leeds Mercantile Court)",mercantile-template-4-eng.doc,application/msword,1075712,2011-11-01,8,1,false,1,GetForm.do?court_forms_id=,2370,2017-04-12,DOC,
Mercantile Template 5,"Specimen Directions Template (London Mercantile Court)",mercantile-template-5-eng.doc,application/msword,1480192,2011-11-01,8,1,false,1,GetForm.do?court_forms_id=,2371,2017-04-12,DOC,
Mercantile Template 6,"Specimen Directions Template (Manchester Mercantile Court)",mercantile-template-6-eng.doc,application/msword,1353216,2012-10-01,8,1,false,1,GetForm.do?court_forms_id=,2372,2017-04-12,DOC,
Minor Deed Poll Pack,"Deed Poll pack for minors. This pack includes the following files - LOC019, LOC22, LOC023, LOC024 and LOC026",mino.deed-poll-pack-eng.zip,application/zip,1132264,2015-06-01,8,1,false,1,GetForm.do?court_forms_id=,2723,2017-04-12,ZIP,
MPs Expenses - Notice of Appeal,"Notice of Appeal",mps-expenses-notice-of-appeal-eng.pdf,application/pdf,520561,2015-03-01,8,1,false,1,GetForm.do?court_forms_id=,2731,2017-04-12,PDF,
Mynd i Lys Ynadon,"Mynd i Lys Ynadon - Gwybodaeth ar gyfer pobl gydag anableddau dysgu",mynd-i-lys-ynadon-cym.pdf,application/pdf,443628,2013-02-01,25,2,false,1,W_GetLeaflet.do?court_leaflets_id=,1547,2017-04-12,PDF,
N1,"Claim form (CPR Part 7)",n1-eng.pdf,application/pdf,81822,2016-06-01,8,1,false,1,GetForm.do?court_forms_id=,338,2017-04-12,PDF,
N1,"Ffurflen hawlio (RTS rhan 7) | Claim form (CPR part 7)",n1-bil.pdf,application/pdf,85103,2016-06-01,26,1,false,1,GetForm.do?court_forms_id=,337,2017-04-12,PDF,
N1(CC),"Claim Form",n1(cc)-eng.pdf,application/pdf,39271,2014-04-01,8,1,false,1,GetForm.do?court_forms_id=,340,2017-04-12,PDF,
N1(CCFL),"Claim form Part 7 - Commercial Court Financial List",n1(ccfl)-eng.pdf,application/pdf,55693,2015-10-01,8,1,false,1,GetForm.do?court_forms_id=,14000,2017-04-12,PDF,
N1(CHFL),"Claim form Part 7- Chancery Division Financial List",n1(chfl)-eng.pdf,application/pdf,55757,2015-10-01,8,1,false,1,GetForm.do?court_forms_id=,14005,2017-04-12,PDF,
N1(FD),"Nodiadau i'r diffynnydd ar ymateb i'r ffurflen hawlio (hawliad Deddf Credyd Defnyddwyr) | Notes for defendant on replying to the claim form (Consumer Credit Act claim)",n1(fd)-bil.pdf,application/pdf,50609,2014-06-01,26,3,false,1,GetLeaflet.do?court_leaflets_id=,2668,2017-04-12,PDF,
N1A,"Notes for claimant on completing a claim form",n1a-eng.pdf,application/pdf,51124,2014-07-01,8,3,false,1,GetLeaflet.do?court_leaflets_id=,178,2017-04-12,PDF,
N1A,"Nodiadau i'r hawlydd ar lenwi ffurflen hawlio | Notes for claimant on completing a claim form",n1a-bil.pdf,application/pdf,147823,2014-07-01,26,3,false,1,GetLeaflet.do?court_leaflets_id=,409,2017-04-12,PDF,
N1C,"Notes for defendant on replying to the claim form",n1c-eng.pdf,application/pdf,75912,2013-04-01,8,3,false,1,GetLeaflet.do?court_leaflets_id=,2670,2017-04-12,PDF,
N1C,"Nodiadau I'r diffynnydd ar ateb y ffurflen hawlio | Notes for defendant on replying to the claim form",n1c-bil.pdf,application/pdf,164994,2013-04-01,26,3,false,1,GetLeaflet.do?court_leaflets_id=,2669,2017-04-12,PDF,
N1C(CC),"Notes for Defendant on Replying to the Part 7 Claim Form",n1c(cc)-eng.pdf,application/pdf,34179,2014-04-01,8,3,false,1,GetLeaflet.do?court_leaflets_id=,2502,2017-04-12,PDF,
N1C(CCCHFL),"Notes for defendant on replying to the Part 7 claim form - Chancery Division/Commercial Court Financial List",n1c(ccchfl)-eng.pdf,application/pdf,140180,2015-05-01,8,3,false,1,GetLeaflet.do?court_leaflets_id=,14000,2017-04-12,PDF,
N1D,"Notes for defendant on replying to the claim form out of the jurisdiction",n1d-eng.pdf,application/pdf,83667,2013-04-01,8,3,false,1,GetLeaflet.do?court_leaflets_id=,2672,2017-04-12,PDF,
N1D,"Nodiadau i'r diffynnydd ar ateb i'r ffurflen hawlio y tu allan i'r awdurdodaeth | Notes for defendant on replying to the claim form out of the jurisdiction",n1d-bil.pdf,application/pdf,211773,2008-10-01,26,3,false,1,GetLeaflet.do?court_leaflets_id=,2671,2017-04-12,PDF,
N1FD,"Notes for defendant (Consumer Credit Act cases)",n1fd-eng.pdf,application/pdf,40824,2014-06-01,8,3,false,1,GetLeaflet.do?court_leaflets_id=,416,2017-04-12,PDF,
N1SDT,"Claim form (MCOL secure data transfer)",n1sdt-eng.pdf,application/pdf,236752,2015-09-01,8,1,false,1,GetForm.do?court_forms_id=,3001,2017-04-12,PDF,
N2,"Claim Form (Probate)",n2-eng.pdf,application/pdf,242688,2014-05-01,8,1,false,1,GetForm.do?court_forms_id=,418,2017-04-12,PDF,
N2,"Ffurflen Hawliad (Hawliad Profiant). | Claim Form (probate claim)",n2-bil.pdf,application/pdf,140815,2001-10-01,26,1,false,1,GetForm.do?court_forms_id=,419,2017-04-12,PDF,
N2A,"Probate Claim - Notes for Claimant on Completing a Claim Form",n2a-eng.pdf,application/pdf,139443,2011-04-01,8,3,false,1,GetLeaflet.do?court_leaflets_id=,541,2017-04-12,PDF,
N2A,"Hawliad Profiant Nodiadau i'r hawlydd ar lenwi ffurflen hawlio. | Probate Claim Notes for claimant on completing a claim form",n2a-bil.pdf,application/pdf,106902,2001-10-01,26,3,false,1,GetLeaflet.do?court_leaflets_id=,542,2017-04-12,PDF,
N2B,"Probate Claim - Notes for the Defendant",n2b-eng.pdf,application/pdf,16107,2001-10-01,8,3,false,1,GetLeaflet.do?court_leaflets_id=,543,2017-04-12,PDF,
N2B,"Hawliad Profiant Nodiadau i'r diffynnydd. | Probate Claim Notes for the defendant",n2b-bil.pdf,application/pdf,950,2001-10-01,26,3,false,1,GetLeaflet.do?court_leaflets_id=,544,2017-04-12,PDF,
N3,"Acknowledgment of service (probate claim)",n3-eng.pdf,application/pdf,679587,2007-10-01,8,1,false,1,GetForm.do?court_forms_id=,545,2017-04-12,PDF,
N3,"Cydnabyddiad Cyflwyno (hawliad profiant). | Acknowledgment of service(probate claim)",n3-bil.pdf,application/pdf,186613,2001-10-01,26,1,false,1,GetForm.do?court_forms_id=,546,2017-04-12,PDF,
N5,"Claim form for possession of property",n5-eng.pdf,application/pdf,84077,2014-05-01,8,1,false,1,GetForm.do?court_forms_id=,608,2017-04-12,PDF,
N5,"Ffurflen hawlio ar gyfer meddiannu eiddo | Claim form for possession of property",n5-bil.pdf,application/pdf,745930,2011-08-01,26,1,false,1,GetForm.do?court_forms_id=,610,2017-04-12,PDF,
N5A,"Claim form for relief against forfeiture",n5a-eng.pdf,application/pdf,53715,2014-05-01,8,1,false,1,GetForm.do?court_forms_id=,616,2017-04-12,PDF,
N5A,"Ffurflen Hawlio ar gyfer osgoi fforffediad | Claim form for relief against forfeiture",n5a-bil.pdf,application/pdf,137242,2001-10-01,26,1,false,1,GetForm.do?court_forms_id=,614,2017-04-12,PDF,
N5B,"Claim form for possession of property (Accelerated procedure) (Assured shorthold tenancy)",n5b-eng.pdf,application/pdf,317265,2014-05-01,8,1,false,1,GetForm.do?court_forms_id=,618,2017-04-12,PDF,
N5B,"Ffurflen hawlio ar gyfer meddiannu eiddo (trefn gyflymedig) (tenantiaeth fyrddaliadol sicr) | Claim form for possession of property (Accelerated procedure) (Assured shorthold tenancy)",n5b-bil.pdf,application/pdf,239916,2014-05-01,26,1,false,1,GetForm.do?court_forms_id=,620,2017-04-12,PDF,
N5C,"Nodiadau i'r hawlydd (trefn gyflymedig) | Notes for the claimant (Accelerated procedure)",n5c-bil.pdf,application/pdf,140187,2010-04-01,26,1,false,1,GetForm.do?court_forms_id=,2869,2017-04-12,PDF,
N6,"Claim form for demotion of tenancy / suspension of right to buy",n6-eng.pdf,application/pdf,61503,2014-05-01,8,1,false,1,GetForm.do?court_forms_id=,626,2017-04-12,PDF,
N6,"Ffurflen hawlio israddio tenantiaeth | Claim form for demotion of tenancy",n6-bil.pdf,application/pdf,130773,2004-06-01,26,1,false,1,GetForm.do?court_forms_id=,627,2017-04-12,PDF,
N7,"Notes for defendant - Mortgaged residential premises",n7-eng.pdf,application/pdf,40751,2013-09-01,8,3,false,1,GetLeaflet.do?court_leaflets_id=,628,2017-04-12,PDF,
N7,"Nodiadau i'r diffynnydd (eiddo preswyl ar forgais) | Notes for defendant (Mortgaged residential premises)",n7-bil.pdf,application/pdf,115372,2006-04-01,26,3,false,1,GetLeaflet.do?court_leaflets_id=,629,2017-04-12,PDF,
N7A,"Notes for defendant (Rented residential premises claim)",n7a-eng.pdf,application/pdf,101702,2013-04-01,8,3,false,1,GetLeaflet.do?court_leaflets_id=,634,2017-04-12,PDF,
N7A,"Nodiadau i'r diffynnydd - hawliad adeilad preswyl ar rent | Notes for defendant - Rented residential premises claim",n7a-bil.pdf,application/pdf,121025,2006-04-01,26,3,false,1,GetLeaflet.do?court_leaflets_id=,636,2017-04-12,PDF,
N7B,"Notes for defendant - Forfeiture of the lease (Residential premises)",n7b-eng.pdf,application/pdf,40269,2013-09-01,8,3,false,1,GetLeaflet.do?court_leaflets_id=,637,2017-04-12,PDF,
N7B,"Nodiadau i'r diffynnydd - fforffedu'r les (adeilad preswyl) | Notes for defendant - Forfeiture of the lease (Residential premises)",n7b-bil.pdf,application/pdf,132420,2006-04-01,26,3,false,1,GetLeaflet.do?court_leaflets_id=,638,2017-04-12,PDF,
N7D,"Notes for defendant (Demotion / suspension claim)",n7d-eng.pdf,application/pdf,39688,2013-09-01,8,3,false,1,GetLeaflet.do?court_leaflets_id=,641,2017-04-12,PDF,
N7D,"Nodiadau i'r diffynnydd (hawliad israddio) | Notes for defendant (Demotion claim)",n7d-bil.pdf,application/pdf,88137,2004-06-01,26,3,false,1,GetLeaflet.do?court_leaflets_id=,642,2017-04-12,PDF,
N8,"Claim form (Arbitration)",n8-eng.pdf,application/pdf,59172,2003-01-01,8,1,false,1,GetForm.do?court_forms_id=,643,2017-04-12,PDF,
N8A,"Arbitration claim - Notes for the claimant",n8a-eng.pdf,application/pdf,58662,2011-04-01,8,3,false,1,GetLeaflet.do?court_leaflets_id=,644,2017-04-12,PDF,
N8A,"Hawliad Cyflafareddu - nodiadau i'r hawlydd. | Arbitration claim - Notes for the claimant",n8a-bil.pdf,application/pdf,143970,2006-04-01,26,3,false,1,GetLeaflet.do?court_leaflets_id=,989,2017-04-12,PDF,
N8B,"Arbitration claim - Notes for the defendant",n8b-eng.pdf,application/pdf,140543,2008-10-01,8,3,false,1,GetLeaflet.do?court_leaflets_id=,645,2017-04-12,PDF,
N8B,"Hawliad Cyflafareddu. Nodiadau i'r diffynnydd | Arbitration claim. Notes for the defendant",n8b-bil.pdf,application/pdf,124943,2008-10-01,26,3,false,1,GetLeaflet.do?court_leaflets_id=,2674,2017-04-12,PDF,
N9,"Response pack",n9-eng.pdf,application/pdf,266343,2014-04-01,8,1,false,1,GetForm.do?court_forms_id=,647,2017-04-12,PDF,
N9,"Pecyn Ymateb | Response pack",n9-bil.pdf,application/pdf,200977,2008-10-01,26,1,false,1,GetForm.do?court_forms_id=,648,2017-04-12,PDF,
N9(CC),"Acknowledgment of Service",n9(cc)-eng.pdf,application/pdf,362373,2011-04-01,8,1,false,1,GetForm.do?court_forms_id=,649,2017-04-12,PDF,
N9(CC),"Cydnabyddiad Cyflwyno. | Acknowledgment of Service",n9(cc)-bil.pdf,application/pdf,226760,2006-04-01,26,1,false,1,GetForm.do?court_forms_id=,1160,2017-04-12,PDF,
N9(CCCH),"Acknowledgment of Service - Chancery Division Financial List",n9(ccch)-eng.pdf,application/pdf,340062,2015-10-01,8,1,false,1,GetForm.do?court_forms_id=,14805,2017-04-12,PDF,
N9(CCFL),"Acknowledgment of Service - Commercial Court Financial List",n9(ccfl)-eng.pdf,application/pdf,339809,2015-10-01,8,1,false,1,GetForm.do?court_forms_id=,14800,2017-04-12,PDF,
N9A,"Form of admission (Specified Amount)",n9a-eng.pdf,application/pdf,125175,2014-04-01,8,1,false,1,GetForm.do?court_forms_id=,657,2017-04-12,PDF,
N9A,"Ffurflen addefiad (swm penodol) | Form of admission (Specified amount)",n9a-bil.pdf,application/pdf,245534,2006-04-01,26,1,false,1,GetForm.do?court_forms_id=,656,2017-04-12,PDF,
N9B,"Defence / Counterclaim (Specified amount)",n9b-eng.pdf,application/pdf,351955,2013-04-01,8,1,false,1,GetForm.do?court_forms_id=,659,2017-04-12,PDF,
N9B,"Amddiffyniad a Gwrth-hawliad (swm penodol) | Defence and counterclaim (Specified amount)",n9b-bil.pdf,application/pdf,487287,2008-04-01,26,1,false,1,GetForm.do?court_forms_id=,661,2017-04-12,PDF,
N9C,"Admission (unspecified amount and non-money claims)",n9c-eng.pdf,application/pdf,368458,2006-04-01,8,1,false,1,GetForm.do?court_forms_id=,664,2017-04-12,PDF,
N9C,"Addefiad (swm amhenodol, hawliadau anariannol a dychwelyd nwyddau) | Admission (Unspecified amount, non-money and return of goods claims)",n9c-bil.pdf,application/pdf,242242,2006-04-01,26,1,false,1,GetForm.do?court_forms_id=,663,2017-04-12,PDF,
N9D,"Defence / Counterclaim (Unspecified amount and non-money claims)",n9d-eng.pdf,application/pdf,669207,2008-04-01,8,1,false,1,GetForm.do?court_forms_id=,666,2017-04-12,PDF,
N9D,"Amddiffyniad a Gwrth-hawliad (symiau amhenodol, hawliadau anari-annol a dychwelyd nwyddau) | Defence and counterclaim (Unspecified amount, non-money and return of goods claim)",n9d-bil.pdf,application/pdf,1299505,2008-04-01,26,1,false,1,GetForm.do?court_forms_id=,668,2017-04-12,PDF,
N11,"Defence form",n11-eng.pdf,application/pdf,356407,2007-12-01,8,1,false,1,GetForm.do?court_forms_id=,343,2017-04-12,PDF,
N11,"Ffuflen amddiffyniad | Defence form",n11-bil.pdf,application/pdf,152962,2006-04-01,26,1,false,1,GetForm.do?court_forms_id=,342,2017-04-12,PDF,
N11B,"Defence form (Accelerated possession procedure) (Assured shorthold tenancy)",n11b-eng.pdf,application/pdf,318019,2011-08-01,8,1,false,1,GetForm.do?court_forms_id=,355,2017-04-12,PDF,
N11B,"Ffurflen Amddiffyn (trefn meddiannu gyflymedig) (tenantiaeth fyrddaliadol sicr) | Defence form (Accelerated possession procedure) (Assured shorthold tenancy)",n11b-bil.pdf,application/pdf,111954,2011-08-01,26,1,false,1,GetForm.do?court_forms_id=,358,2017-04-12,PDF,
N11D,"Defence form (Demotion of tenancy) (Suspension of right to buy)",n11d-eng.pdf,application/pdf,130288,2005-08-01,8,1,false,1,GetForm.do?court_forms_id=,359,2017-04-12,PDF,
N11D,"Ffurflen amddiffyn (israddio tenantiaeth) | Defence form (Demotion of tenancy)",n11d-bil.pdf,application/pdf,738800,2005-08-01,26,1,false,1,GetForm.do?court_forms_id=,361,2017-04-12,PDF,
N11M,"Defence form (Mortgaged residential premises)",n11m-eng.pdf,application/pdf,521714,2006-04-01,8,1,false,1,GetForm.do?court_forms_id=,363,2017-04-12,PDF,
N11M,"Ffurflen Amddiffyniad (eiddo preswyl dan forgais) | Defence form (Mortgaged residential premises)",n11m-bil.pdf,application/pdf,453986,2006-04-01,26,1,false,1,GetForm.do?court_forms_id=,362,2017-04-12,PDF,
N11R,"Defence form",n11r-eng.pdf,application/pdf,490064,2006-04-01,8,1,false,1,GetForm.do?court_forms_id=,367,2017-04-12,PDF,
N11R,"Ffurflen Amddiffyniad (adeilad preswyl ar rent) | Defence form (Rented residential premises)",n11r-bil.pdf,application/pdf,463710,2006-04-01,26,1,false,1,GetForm.do?court_forms_id=,366,2017-04-12,PDF,
N15,"Acknowledgment of service (Arbitration claim)",n15-eng.pdf,application/pdf,404783,2002-03-01,8,1,false,1,GetForm.do?court_forms_id=,382,2017-04-12,PDF,
N15,"Cydnabyddiad Cyflwyno (hawliad cyflafareddu) | Acknowledgment of service (Arbitration claim)",n15-bil.pdf,application/pdf,155311,2002-03-01,26,1,false,1,GetForm.do?court_forms_id=,383,2017-04-12,PDF,
N16,"General form of injunction for interim application or originating application",n16-eng.pdf,application/pdf,1283981,2012-10-01,8,1,false,1,GetForm.do?court_forms_id=,3008,2017-04-12,PDF,
N16(1),"General form of injunction for interim application or originating application (Formal parts - See complete N16 for wording of operating clauses)",n16(1)-eng.pdf,application/pdf,27840,2012-10-01,8,1,false,1,GetForm.do?court_forms_id=,3009,2017-04-12,PDF,
N16A,"Application for injunction (General form)",n16a-eng.pdf,application/pdf,400112,2014-05-01,8,1,false,1,GetForm.do?court_forms_id=,402,2017-04-12,PDF,
N16A,"Cais am Waharddeb (Ffurflen Gyffredinol) | Application for injunction (General form)",n16a-bil.pdf,application/pdf,298728,2007-04-01,26,1,false,1,GetForm.do?court_forms_id=,405,2017-04-12,PDF,
N20,"Witness summons",n20-eng.pdf,application/pdf,50705,2014-05-01,8,1,false,1,GetForm.do?court_forms_id=,421,2017-04-12,PDF,
N20,"Gwys Tyst | Witness summons",n20-bil.pdf,application/pdf,156452,2002-09-01,26,1,false,1,GetForm.do?court_forms_id=,420,2017-04-12,PDF,
N24,"General form of Judgment or order",n24-eng.pdf,application/pdf,392894,1999-04-01,8,1,false,1,GetForm.do?court_forms_id=,475,2017-04-12,PDF,
N30,"Judgment for claimant (in default)",n30-eng.pdf,application/pdf,248517,2006-04-01,8,1,false,1,GetForm.do?court_forms_id=,1,2017-04-12,PDF,
N30(CH),"Judgment for claimant (in default)",n30(ch)-eng.pdf,application/pdf,247657,2006-04-01,8,1,false,1,GetForm.do?court_forms_id=,4,2017-04-12,PDF,
N39,"Order to attend court for questioning",n39-eng.pdf,application/pdf,599230,2002-03-01,8,1,false,1,GetForm.do?court_forms_id=,4388,2017-04-12,PDF,
N54A,"Notice of further attempt at eviction (Specimen form)",n54a-eng.pdf,application/pdf,104470,2015-08-01,8,1,false,1,GetForm.do?court_forms_id=,622,2017-04-12,PDF,
N56,"Form for replying to an attachment of earnings application (statement of means)",n56-eng.pdf,application/pdf,417312,2008-06-01,8,1,false,1,GetForm.do?court_forms_id=,611,2017-04-12,PDF,
N56,"Ffurflen Ateb Cais am Atafaelu Enillion | Form for replying to an attachment of earnings application",n56-bil.pdf,application/pdf,391936,2003-04-01,26,1,false,1,GetForm.do?court_forms_id=,613,2017-04-12,PDF,
N67,"Judgment summons (Debtors Act 1869)",n67-eng.pdf,application/pdf,206133,2006-04-01,8,1,false,1,GetForm.do?court_forms_id=,2667,2017-04-12,PDF,
N77,"Notice as to consequences of disobedience to court order",n77-eng.pdf,application/pdf,9206,1999-05-01,8,1,false,1,GetForm.do?court_forms_id=,631,2017-04-12,PDF,
N86,"Interim Charging Order (CPR Part 73)",n86-eng.pdf,application/pdf,130309,2016-04-01,8,1,false,1,GetForm.do?court_forms_id=,1000,2017-04-12,PDF,
N87,"Final Charging Order (CPR Part 73)",n87-eng.pdf,application/pdf,126999,2016-04-01,8,1,false,1,GetForm.do?court_forms_id=,1004,2017-04-12,PDF,
N92,"Application for an Administration Order",n92-eng.pdf,application/pdf,715787,2006-04-01,8,1,false,1,GetForm.do?court_forms_id=,651,2017-04-12,PDF,
N92,"Cais am orchymyn gweinyddu | Application for an Administration Order",n92-bil.pdf,application/pdf,275826,2006-04-01,26,1,false,1,GetForm.do?court_forms_id=,652,2017-04-12,PDF,
N93,"List of creditors furnished under the Act of 1971",n93-eng.pdf,application/pdf,25836,1999-04-01,8,1,false,1,GetForm.do?court_forms_id=,653,2017-04-12,PDF,
N93,"Rhestr Credydwyr | List of creditors",n93-bil.pdf,application/pdf,147329,1999-04-01,26,1,false,1,GetForm.do?court_forms_id=,655,2017-04-12,PDF,
N110A,"Power of arrest attached to injunction",n110a-eng.pdf,application/pdf,374902,2015-06-01,8,1,false,1,GetForm.do?court_forms_id=,3010,2017-04-12,PDF,
N110A,"Pwer i arestio wedi'i atodi i'r waharddeb",n110a-cym.pdf,application/pdf,37321,2015-06-01,25,1,false,1,W_GetForm.do?court_forms_id=,3010,2017-04-12,PDF,
N117,"General form of undertaking",n117-eng.pdf,application/pdf,38589,2012-10-01,8,1,false,1,GetForm.do?court_forms_id=,345,2017-04-12,PDF,
N117,"Ffurflen Gyffredinol Ymgymeriad",n117-cym.pdf,application/pdf,64359,1999-04-01,25,1,false,1,W_GetForm.do?court_forms_id=,346,2017-04-12,PDF,
N117,"Ffurflen Gyffredinol Ymgymeriad | General form of undertaking",n117-bil.pdf,application/pdf,54628,2012-10-01,26,1,false,1,GetForm.do?court_forms_id=,346,2017-04-12,PDF,
N119,"Particulars of claim for possession",n119-eng.pdf,application/pdf,256464,2010-04-01,8,1,false,1,GetForm.do?court_forms_id=,347,2017-04-12,PDF,
N119,"Manylion hawliad i feddiannu (adeilad preswyl ar rent) | Particulars of claim for possession (Rented residential premises)",n119-bil.pdf,application/pdf,337635,2005-08-01,26,1,false,1,GetForm.do?court_forms_id=,350,2017-04-12,PDF,
N119A,"Notes for guidance to complete particulars of claim",n119a-eng.pdf,application/pdf,154523,2010-04-01,8,4,false,1,GetLeaflet.do?court_leaflets_id=,351,2017-04-12,PDF,
N119A,"Canllawiau ar gyfer llenwi manylion y ffurflen hawlio (adeilad preswyl ar rent) | Notes for guidance on completing particulars of claim form (Rented residential premises)",n119a-bil.pdf,application/pdf,98095,2005-10-01,26,4,false,1,GetLeaflet.do?court_leaflets_id=,948,2017-04-12,PDF,
N120,"Particulars of claim (Mortgaged residential premises)",n120-eng.pdf,application/pdf,171091,2015-08-01,8,1,false,1,GetForm.do?court_forms_id=,371,2017-04-12,PDF,
N120,"Manylion hawliad i feddiannu (eiddo preswyl dan forgais) | Particulars of claim for possession (Mortgaged residential premises)",n120-bil.pdf,application/pdf,248763,2005-10-01,26,1,false,1,GetForm.do?court_forms_id=,369,2017-04-12,PDF,
N121,"Particulars of claim (Trespassers)",n121-eng.pdf,application/pdf,41660,2001-10-01,8,1,false,1,GetForm.do?court_forms_id=,373,2017-04-12,PDF,
N121,"Manylion hawliad i feddiannu (tresmaswyr) | Particulars of claim for possession (Trespassers)",n121-bil.pdf,application/pdf,88368,2001-10-01,26,1,false,1,GetForm.do?court_forms_id=,372,2017-04-12,PDF,
N122,"Particulars of claim for demotion order / suspension of right to buy",n122-eng.pdf,application/pdf,123349,2010-04-01,8,1,false,1,GetForm.do?court_forms_id=,375,2017-04-12,PDF,
N122,"Manylion hawliad gorchymyn israddio | Particulars of claim for demotion order",n122-bil.pdf,application/pdf,203751,2005-08-01,26,1,false,1,GetForm.do?court_forms_id=,377,2017-04-12,PDF,
N123,"Mortgage pre-action protocol checklist",n123-eng.pdf,application/pdf,97430,2015-08-01,8,1,false,1,GetForm.do?court_forms_id=,2387,2017-04-12,PDF,
N130,"Application for possession including application for interim possession order",n130-eng.pdf,application/pdf,166548,2014-05-01,8,1,false,1,GetForm.do?court_forms_id=,379,2017-04-12,PDF,
N130,"Cais am orchymyn meddiannu interim | Application for an interim possession order",n130-bil.pdf,application/pdf,221790,2002-12-01,26,1,false,1,GetForm.do?court_forms_id=,378,2017-04-12,PDF,
N133,"Witness statement of the defendant to oppose the making of an interim possession order",n133-eng.pdf,application/pdf,59327,2002-12-01,8,1,false,1,GetForm.do?court_forms_id=,381,2017-04-12,PDF,
